drug_key,japanese_name,english_name,generic_name,drug_class,product_or_class,input_candidate_status,search_query,pmda_search_url,pmda_product_url,product_name,generic_name_pmda,manufacturer,formulation,strength,approval_or_listing_status,source_status,last_source_check_date,human_review_required,facility_confirmation_required,notes
voriconazole,ボリコナゾール,voriconazole,voriconazole,抗菌薬・抗真菌薬・抗ウイルス薬,product_candidate,candidate_list_not_facility_confirmed,ボリコナゾール OR voriconazole OR voriconazole OR VRCZ,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
amphotericin_b,アムホテリシンB,amphotericin B,amphotericin B,抗菌薬・抗真菌薬・抗ウイルス薬,requires_pmda_product_resolution,candidate_list_not_facility_confirmed,アムホテリシンB OR amphotericin B OR amphotericin B OR AMPH-B,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,unresolved_requires_product_name,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
micafungin,ミカファンギン,micafungin,micafungin,抗菌薬・抗真菌薬・抗ウイルス薬,product_candidate,candidate_list_not_facility_confirmed,ミカファンギン OR micafungin OR micafungin OR MCFG,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
acyclovir,アシクロビル,acyclovir,acyclovir,抗菌薬・抗真菌薬・抗ウイルス薬,product_candidate,candidate_list_not_facility_confirmed,アシクロビル OR acyclovir OR acyclovir OR ACV,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
mannitol,マンニトール,mannitol,mannitol,脳浮腫・頭蓋内圧管理薬,product_candidate,candidate_list_not_facility_confirmed,マンニトール OR mannitol OR mannitol,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
hypertonic_saline_class,高張食塩液,hypertonic saline,sodium chloride hypertonic solution,脳浮腫・頭蓋内圧管理薬,class_note,candidate_list_not_facility_confirmed,高張食塩液 OR sodium chloride hypertonic solution OR hypertonic saline OR HTS,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,not_applicable_class_note_only,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
glycerol,グリセオール,glycerol/fructose,glycerol/fructose,脳浮腫・頭蓋内圧管理薬,requires_pmda_product_resolution,candidate_list_not_facility_confirmed,グリセオール OR glycerol/fructose OR glycerol/fructose OR 濃グリセリン・果糖,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,unresolved_requires_product_name,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
furosemide,フロセミド,furosemide,furosemide,脳浮腫・頭蓋内圧管理薬,product_candidate,candidate_list_not_facility_confirmed,フロセミド OR furosemide OR furosemide,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
nicardipine,ニカルジピン,nicardipine,nicardipine,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ニカルジピン OR nicardipine OR nicardipine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
clevidipine,クレビジピン,clevidipine,clevidipine,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,クレビジピン OR clevidipine OR clevidipine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
labetalol,ラベタロール,labetalol,labetalol,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ラベタロール OR labetalol OR labetalol,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
amlodipine,アムロジピン,amlodipine,amlodipine,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,アムロジピン OR amlodipine OR amlodipine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
norepinephrine,ノルアドレナリン,norepinephrine,noradrenaline,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ノルアドレナリン OR noradrenaline OR norepinephrine OR noradrenaline,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
epinephrine,アドレナリン,epinephrine,adrenaline,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,アドレナリン OR adrenaline OR epinephrine OR adrenaline,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
dopamine,ドパミン,dopamine,dopamine,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ドパミン OR dopamine OR dopamine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
dobutamine,ドブタミン,dobutamine,dobutamine,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ドブタミン OR dobutamine OR dobutamine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
vasopressin,バソプレシン,vasopressin,vasopressin,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,バソプレシン OR vasopressin OR vasopressin,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
milrinone,ミルリノン,milrinone,milrinone,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ミルリノン OR milrinone OR milrinone,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
nitroglycerin,ニトログリセリン,nitroglycerin,nitroglycerin,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ニトログリセリン OR nitroglycerin OR nitroglycerin OR glyceryl trinitrate,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
nitroprusside,ニトロプルシド,nitroprusside,sodium nitroprusside,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ニトロプルシド OR sodium nitroprusside OR nitroprusside,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
landiolol,ランジオロール,landiolol,landiolol,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,ランジオロール OR landiolol OR landiolol,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
esmolol,エスモロール,esmolol,esmolol,血圧・循環管理薬,product_candidate,candidate_list_not_facility_confirmed,エスモロール OR esmolol OR esmolol,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
dexamethasone,デキサメタゾン,dexamethasone,dexamethasone,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,デキサメタゾン OR dexamethasone OR dexamethasone,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
methylprednisolone,メチルプレドニゾロン,methylprednisolone,methylprednisolone,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,メチルプレドニゾロン OR methylprednisolone OR methylprednisolone,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
hydrocortisone,ヒドロコルチゾン,hydrocortisone,hydrocortisone,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,ヒドロコルチゾン OR hydrocortisone OR hydrocortisone,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
insulin_class,インスリン,insulin,insulin,ステロイド・内分泌・電解質関連薬,class_note,candidate_list_not_facility_confirmed,インスリン OR insulin OR insulin,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,not_applicable_class_note_only,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
glucose,ブドウ糖,glucose,glucose,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,ブドウ糖 OR glucose OR glucose OR dextrose,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
calcium_gluconate,グルコン酸カルシウム,calcium gluconate,calcium gluconate,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,グルコン酸カルシウム OR calcium gluconate OR calcium gluconate,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
sodium_bicarbonate,炭酸水素ナトリウム,sodium bicarbonate,sodium bicarbonate,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,炭酸水素ナトリウム OR sodium bicarbonate OR sodium bicarbonate,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
sodium_polystyrene_sulfonate,ポリスチレンスルホン酸,sodium polystyrene sulfonate,sodium polystyrene sulfonate,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,ポリスチレンスルホン酸 OR sodium polystyrene sulfonate OR sodium polystyrene sulfonate OR SPS,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
sodium_zirconium_cyclosilicate,ジルコニウムシクロケイ酸ナトリウム,sodium zirconium cyclosilicate,sodium zirconium cyclosilicate,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,ジルコニウムシクロケイ酸ナトリウム OR sodium zirconium cyclosilicate OR sodium zirconium cyclosilicate OR SZC,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
tolvaptan,トルバプタン,tolvaptan,tolvaptan,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,トルバプタン OR tolvaptan OR tolvaptan,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
levothyroxine,レボチロキシン,levothyroxine,levothyroxine,ステロイド・内分泌・電解質関連薬,product_candidate,candidate_list_not_facility_confirmed,レボチロキシン OR levothyroxine OR levothyroxine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
propofol,プロポフォール,propofol,propofol,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,プロポフォール OR propofol OR propofol,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
dexmedetomidine,デクスメデトミジン,dexmedetomidine,dexmedetomidine,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,デクスメデトミジン OR dexmedetomidine OR dexmedetomidine OR DEX,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
midazolam,ミダゾラム,midazolam,midazolam,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,ミダゾラム OR midazolam OR midazolam OR MDZ,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
fentanyl,フェンタニル,fentanyl,fentanyl,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,フェンタニル OR fentanyl OR fentanyl,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
remifentanil,レミフェンタニル,remifentanil,remifentanil,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,レミフェンタニル OR remifentanil OR remifentanil,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
morphine,モルヒネ,morphine,morphine,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,モルヒネ OR morphine OR morphine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
oxycodone,オキシコドン,oxycodone,oxycodone,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,オキシコドン OR oxycodone OR oxycodone,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
hydromorphone,ヒドロモルフォン,hydromorphone,hydromorphone,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,ヒドロモルフォン OR hydromorphone OR hydromorphone,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
ketamine,ケタミン,ketamine,ketamine,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,ケタミン OR ketamine OR ketamine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
rocuronium,ロクロニウム,rocuronium,rocuronium,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,ロクロニウム OR rocuronium OR rocuronium,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
sugammadex,スガマデクス,sugammadex,sugammadex,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,スガマデクス OR sugammadex OR sugammadex,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
acetaminophen,アセトアミノフェン,acetaminophen,acetaminophen,鎮静・鎮痛・麻酔関連薬,product_candidate,candidate_list_not_facility_confirmed,アセトアミノフェン OR acetaminophen OR acetaminophen OR paracetamol,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
nsaids_class,NSAIDs class,non-steroidal anti-inflammatory drugs,NSAIDs,鎮静・鎮痛・麻酔関連薬,class_note,candidate_list_not_facility_confirmed,NSAIDs class OR NSAIDs OR non-steroidal anti-inflammatory drugs OR NSAID,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,not_applicable_class_note_only,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
haloperidol,ハロペリドール,haloperidol,haloperidol,せん妄・精神症状関連薬,product_candidate,candidate_list_not_facility_confirmed,ハロペリドール OR haloperidol OR haloperidol,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
quetiapine,クエチアピン,quetiapine,quetiapine,せん妄・精神症状関連薬,product_candidate,candidate_list_not_facility_confirmed,クエチアピン OR quetiapine OR quetiapine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
risperidone,リスペリドン,risperidone,risperidone,せん妄・精神症状関連薬,product_candidate,candidate_list_not_facility_confirmed,リスペリドン OR risperidone OR risperidone,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
olanzapine,オランザピン,olanzapine,olanzapine,せん妄・精神症状関連薬,product_candidate,candidate_list_not_facility_confirmed,オランザピン OR olanzapine OR olanzapine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
trazodone,トラゾドン,trazodone,trazodone,せん妄・精神症状関連薬,product_candidate,candidate_list_not_facility_confirmed,トラゾドン OR trazodone OR trazodone,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
atorvastatin,アトルバスタチン,atorvastatin,atorvastatin,慢性期再発予防薬,product_candidate,candidate_list_not_facility_confirmed,アトルバスタチン OR atorvastatin OR atorvastatin,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
rosuvastatin,ロスバスタチン,rosuvastatin,rosuvastatin,慢性期再発予防薬,product_candidate,candidate_list_not_facility_confirmed,ロスバスタチン OR rosuvastatin OR rosuvastatin,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
enalapril,エナラプリル,enalapril,enalapril,慢性期再発予防薬,product_candidate,candidate_list_not_facility_confirmed,エナラプリル OR enalapril OR enalapril,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
telmisartan,テルミサルタン,telmisartan,telmisartan,慢性期再発予防薬,product_candidate,candidate_list_not_facility_confirmed,テルミサルタン OR telmisartan OR telmisartan,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
olmesartan,オルメサルタン,olmesartan,olmesartan,慢性期再発予防薬,product_candidate,candidate_list_not_facility_confirmed,オルメサルタン OR olmesartan OR olmesartan,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
bisoprolol,ビソプロロール,bisoprolol,bisoprolol,慢性期再発予防薬,product_candidate,candidate_list_not_facility_confirmed,ビソプロロール OR bisoprolol OR bisoprolol,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
lansoprazole,ランソプラゾール,lansoprazole,lansoprazole,消化管・便通・制吐関連薬,product_candidate,candidate_list_not_facility_confirmed,ランソプラゾール OR lansoprazole OR lansoprazole,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
famotidine,ファモチジン,famotidine,famotidine,消化管・便通・制吐関連薬,product_candidate,candidate_list_not_facility_confirmed,ファモチジン OR famotidine OR famotidine,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
metoclopramide,メトクロプラミド,metoclopramide,metoclopramide,消化管・便通・制吐関連薬,product_candidate,candidate_list_not_facility_confirmed,メトクロプラミド OR metoclopramide OR metoclopramide,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
magnesium_oxide,酸化マグネシウム,magnesium oxide,magnesium oxide,消化管・便通・制吐関連薬,product_candidate,candidate_list_not_facility_confirmed,酸化マグネシウム OR magnesium oxide OR magnesium oxide OR MgO,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
sennoside,センノシド,sennoside,sennoside,消化管・便通・制吐関連薬,product_candidate,candidate_list_not_facility_confirmed,センノシド OR sennoside OR sennoside,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
lactulose,ラクツロース,lactulose,lactulose,消化管・便通・制吐関連薬,product_candidate,candidate_list_not_facility_confirmed,ラクツロース OR lactulose OR lactulose,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
sulfamethoxazole_trimethoprim,ST合剤,sulfamethoxazole/trimethoprim,sulfamethoxazole/trimethoprim,抗菌薬・抗真菌薬・抗ウイルス薬,combination_product_candidate,candidate_list_not_facility_confirmed,ST合剤 OR sulfamethoxazole/trimethoprim OR sulfamethoxazole/trimethoprim OR SMX/TMP OR TMP-SMX,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-05-29,True,True,PMDA製品単位の販売名・製造販売業者・剤形・規格・文書URLは未解決。URL推測禁止。薬剤師による手動確認が必要。
edaravone,エダラボン,edaravone,edaravone,脳梗塞急性期・脳保護薬,product_candidate,complete_absent,エダラボン OR edaravone OR edaravone OR ラジカット|Radicut|free radical scavenger,https://www.pmda.go.jp/PmdaSearch/iyakuSearch/,,,,,,,unresolved,manual_review_required,2026-06-03,True,True,追加gap補完候補。PMDA製品単位の販売名・製造販売業者・剤形・規格・最新文書URLは未解決。URL推測禁止。薬剤師/医師レビュー、院内採用品確認、添付文書最新版確認が必須。
