drug_key,japanese_name,english_name,drug_class,profile_path,pmda_product_level_verified,source_status,knowledge_layer_status,human_review_required,facility_confirmation_required,operator_side_required,notes
nimodipine,ニモジピン,nimodipine,Ca拮抗薬・SAH国際標準比較対象,02_DRUG_PROFILES_SAFE_KNOWLEDGE/sah_vasospasm/nimodipine.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
diazepam,ジアゼパム,diazepam,抗発作薬・てんかん重積初期対応,02_DRUG_PROFILES_SAFE_KNOWLEDGE/status_epilepticus/diazepam.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
lorazepam,ロラゼパム,lorazepam,抗発作薬・てんかん重積初期対応,02_DRUG_PROFILES_SAFE_KNOWLEDGE/status_epilepticus/lorazepam.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
phenobarbital,フェノバルビタール,phenobarbital,抗発作薬・難治発作,02_DRUG_PROFILES_SAFE_KNOWLEDGE/status_epilepticus/phenobarbital.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
clobazam,クロバザム,clobazam,抗発作薬・補助療法,02_DRUG_PROFILES_SAFE_KNOWLEDGE/status_epilepticus/clobazam.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
thiopental,チオペンタールナトリウム,thiopental sodium,バルビツレート・麻酔/難治性ICP,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/thiopental.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
thiamylal,チアミラールナトリウム,thiamylal sodium,バルビツレート・麻酔/難治性ICP,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/thiamylal.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
pentobarbital,ペントバルビタール,pentobarbital,バルビツレート・難治性ICP/難治性てんかん重積,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/pentobarbital.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
remimazolam,レミマゾラム,remimazolam,ベンゾジアゼピン系全身麻酔薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/remimazolam.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
ketamine,ケタミン,ketamine,鎮痛・鎮静・麻酔薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/ketamine.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
rocuronium,ロクロニウム臭化物,rocuronium bromide,筋弛緩薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/rocuronium.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
sugammadex,スガマデクスナトリウム,sugammadex sodium,筋弛緩回復薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/sugammadex.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
vitamin_k,ビタミンK製剤,vitamin K,ワルファリン反転補助,02_DRUG_PROFILES_SAFE_KNOWLEDGE/reversal_hemostasis_blood_products/vitamin_k.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
cryoprecipitate,クリオプレシピテート,cryoprecipitate,血液製剤・低フィブリノゲン補正,02_DRUG_PROFILES_SAFE_KNOWLEDGE/reversal_hemostasis_blood_products/cryoprecipitate.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
red_blood_cell_concentrate,赤血球濃厚液,red blood cell concentrate,血液製剤・貧血/出血補正,02_DRUG_PROFILES_SAFE_KNOWLEDGE/reversal_hemostasis_blood_products/red_blood_cell_concentrate.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
albumin,アルブミン製剤,albumin preparation,血液分画製剤・循環管理,02_DRUG_PROFILES_SAFE_KNOWLEDGE/reversal_hemostasis_blood_products/albumin.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
ampicillin,アンピシリン,ampicillin,抗菌薬・髄膜炎/リステリア対応,02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_cns_infection/ampicillin.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
cefotaxime,セフォタキシム,cefotaxime,第3世代セフェム・髄膜炎,02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_cns_infection/cefotaxime.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
sulbactam_ampicillin,スルバクタム/アンピシリン,sulbactam/ampicillin,βラクタマーゼ阻害薬配合ペニシリン,02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_cns_infection/sulbactam_ampicillin.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
metronidazole,メトロニダゾール,metronidazole,抗嫌気性菌薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_cns_infection/metronidazole.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
levofloxacin,レボフロキサシン,levofloxacin,ニューキノロン系抗菌薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_cns_infection/levofloxacin.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
tolvaptan,トルバプタン,tolvaptan,V2受容体拮抗薬・水利尿薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/endocrine_electrolyte/tolvaptan.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
fludrocortisone,フルドロコルチゾン,fludrocortisone,鉱質コルチコイド・低Na/CSW関連,02_DRUG_PROFILES_SAFE_KNOWLEDGE/endocrine_electrolyte/fludrocortisone.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
furosemide,フロセミド,furosemide,ループ利尿薬・体液管理,02_DRUG_PROFILES_SAFE_KNOWLEDGE/endocrine_electrolyte/furosemide.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
levothyroxine,レボチロキシン,levothyroxine,甲状腺ホルモン薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/endocrine_electrolyte/levothyroxine.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
landiolol,ランジオロール塩酸塩,landiolol hydrochloride,短時間作用型β1遮断薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/landiolol.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
esmolol,エスモロール塩酸塩,esmolol hydrochloride,短時間作用型β遮断薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/esmolol.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
nitroglycerin,ニトログリセリン,nitroglycerin,硝酸薬・降圧/冠血管拡張,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/nitroglycerin.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
nitroprusside,ニトロプルシドナトリウム,sodium nitroprusside,血管拡張薬・降圧薬,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/nitroprusside.md,False,unresolved_manual_review_required,custom_gpt_safe_boundary_only,True,True,True,
