drug_key,japanese_name,english_name,generic_name,synonyms,drug_class,domain,priority,gap_type,profile_path,pmda_product_level_verified,source_status,knowledge_layer_status,human_review_required,facility_confirmation_required,operator_side_required,source_ids,last_source_check_date,why,product_examples,efficacy_examples,efficacy_or_context_examples,why_added,safety_focus
gamma_aminobutyric_acid,ガンマ-アミノ酪酸,gamma-aminobutyric acid,gamma-aminobutyric acid,GABA|ガンマロン|Gammalon|γ-アミノ酪酸,脳代謝賦活薬,post_traumatic_brain_injury_sequelae,B,complete_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/post_traumatic_brain_injury_sequelae/gamma_aminobutyric_acid.md,False,unresolved_manual_review_required,active_profile_candidate_current_status_must_verify,True,True,True,MHLW_DRUG_CLASSIFICATION_REV13;PMDA_GABA_CURRENT_LABEL_REQUIRED,2026-06-03,サプリのGABAと医療用薬の取り違えが起きやすい。現行製品・医療用適応確認が必要。,ガンマロン錠,頭部外傷後遺症に伴う頭痛、頭重、易疲労性、のぼせ感、耳鳴、記憶障害、睡眠障害、意欲低下等,,,
vinpocetine,ビンポセチン,vinpocetine,vinpocetine,カラン|vinpocetine,旧・脳循環改善薬,historical_reassessment_negative_notes,A,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/vinpocetine.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,MHLW_REEVALUATION_31_INGREDIENTS;KANAGAWA_VINPOCETINE_REPORT,2026-06-03,過去資料に出るが、現役推奨薬として出すと危険。再評価/承認状況を確認させるnegative noteが必要。,カラン等,過去の慢性脳循環障害関連効能,,,
nilvadipine_old_cerebral_indication,ニルバジピン（旧脳梗塞後遺症効能）,nilvadipine old cerebral indication,nilvadipine,ニバジール|Nilvadipine|旧効能,Ca拮抗薬・旧脳循環効能note,historical_reassessment_negative_notes,A,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/nilvadipine_old_cerebral_indication.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,MHLW_REEVALUATION_31_INGREDIENTS,2026-06-03,高血圧薬としての現行適応と旧脳循環効能を混同しないため。,ニバジール等,本態性高血圧症等。脳梗塞後遺症関連効能は旧効能として扱う。,,,
cinepazide_maleate,シネパジドマレイン酸塩,cinepazide maleate,cinepazide maleate,ブレンディール|cinepazide|マレイン酸シネパジド,旧・脳循環改善薬,historical_reassessment_negative_notes,A,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/cinepazide_maleate.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,MHLW_REEVALUATION_31_INGREDIENTS,2026-06-03,再評価文脈に出る。現役処方候補として出さないためのnoteが必要。,ブレンディール等,旧・慢性脳循環障害関連,,,
idebenone,イデベノン,idebenone,idebenone,アバン|idebenone,旧・脳代謝/精神症状改善薬,historical_reassessment_negative_notes,A,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/idebenone.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,MHLW_REEVALUATION_4_INGREDIENTS;MHLW_IDEBENONE_HEALTH_FOOD_WARNING,2026-06-03,厚労省資料で再評価により承認取消と説明されている。現役医療用薬として出してはいけない。,アバン等,旧・脳代謝/精神症状改善関連,,,
indeloxazine,インデロキサジン塩酸塩,indeloxazine hydrochloride,indeloxazine hydrochloride,エレン|indeloxazine,旧・脳代謝改善薬,historical_reassessment_negative_notes,A,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/indeloxazine.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,MHLW_REEVALUATION_4_INGREDIENTS,2026-06-03,再評価で有用性確認不能の文脈。historical noteとして扱う。,エレン等,旧・脳循環代謝改善関連,,,
bifemelane,ビフェメラン塩酸塩,bifemelane hydrochloride,bifemelane hydrochloride,セレポート|bifemelane,旧・脳代謝改善薬,historical_reassessment_negative_notes,A,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/bifemelane.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,MHLW_REEVALUATION_4_INGREDIENTS,2026-06-03,再評価で有用性確認不能の文脈。現役推奨薬扱いは不可。,セレポート等,旧・脳循環代謝改善関連,,,
propentofylline,プロペントフィリン,propentofylline,propentofylline,ヘキストール|propentofylline,旧・脳循環代謝改善薬,historical_reassessment_negative_notes,A,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/propentofylline.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,MHLW_REEVALUATION_4_INGREDIENTS,2026-06-03,再評価で有用性確認不能の文脈。historical noteとして入れる。,ヘキストール等,旧・脳循環代謝改善関連,,,
hopantenate_calcium,ホパンテン酸カルシウム,hopantenate calcium,hopantenate calcium,ホパテ|hopantenate|pantogam,旧・脳代謝改善薬,historical_reassessment_negative_notes,B,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/hopantenate_calcium.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,PMDA_CURRENT_STATUS_REQUIRED;MHLW_REEVALUATION_CONTEXT,2026-06-03,古い処方歴・資料で出る可能性がある。現役治療候補として出さないためのnote。,ホパテ等,旧・脳代謝/認知精神症状関連,,,
pyritinol,ピリチノール塩酸塩,pyritinol hydrochloride,pyritinol hydrochloride,エンボール|pyritinol,旧・脳代謝改善薬,historical_reassessment_negative_notes,B,negative_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/pyritinol.md,False,unresolved_manual_review_required,historical_negative_note,True,True,True,PMDA_CURRENT_STATUS_REQUIRED;MHLW_REEVALUATION_CONTEXT,2026-06-03,古い資料に出る。現役推奨薬扱いを避ける。,エンボール等,旧・脳代謝/意識認知関連,,,
tocopherol_nicotinate,トコフェロールニコチン酸エステル,tocopherol nicotinate,tocopherol nicotinate,ユベラN|tocopherol nicotinate,末梢循環改善薬・ビタミンE誘導体,peripheral_circulation_do_not_confuse,B,do_not_confuse_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/tocopherol_nicotinate.md,False,unresolved_manual_review_required,do_not_confuse_note,True,True,True,PMDA_CURRENT_LABEL_REQUIRED,2026-06-03,循環改善という語で脳循環改善薬と混同しやすい。,ユベラN等,末梢循環障害等。脳梗塞後遺症薬として安易に提示しない。,,,
inositol_hexanicotinate,イノシトールヘキサニコチネート,inositol hexanicotinate,inositol hexanicotinate,ヘキサニシット|inositol nicotinate,末梢循環改善薬,peripheral_circulation_do_not_confuse,B,do_not_confuse_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/inositol_hexanicotinate.md,False,unresolved_manual_review_required,do_not_confuse_note,True,True,True,PMDA_CURRENT_LABEL_REQUIRED,2026-06-03,脳循環改善薬と混ぜるとRAG誤回答になりやすい。,ヘキサニシット等,末梢循環関連。脳外中核薬ではない。,,,
hepronicate,ヘプロニカート,hepronicate,hepronicate,メグリン|hepronicate,末梢循環改善薬,peripheral_circulation_do_not_confuse,B,do_not_confuse_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/hepronicate.md,False,unresolved_manual_review_required,do_not_confuse_note,True,True,True,PMDA_CURRENT_LABEL_REQUIRED,2026-06-03,末梢循環改善薬を脳梗塞後遺症薬として出す誤りを防ぐ。,メグリン等,末梢循環関連。脳外中核薬ではない。,,,
limaprost_alfadex,リマプロスト アルファデクス,limaprost alfadex,limaprost alfadex,オパルモン|プロレナール|limaprost,PGE1誘導体・末梢循環改善薬,peripheral_circulation_do_not_confuse,B,do_not_confuse_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/limaprost_alfadex.md,False,unresolved_manual_review_required,do_not_confuse_note,True,True,True,PMDA_CURRENT_LABEL_REQUIRED,2026-06-03,脳神経外科外来で脊柱管狭窄症文脈に出るが、脳梗塞後遺症薬ではない。,オパルモン等,閉塞性血栓血管炎/腰部脊柱管狭窄症等。脳外脳循環改善薬として扱わない。,,,
alprostadil,アルプロスタジル,alprostadil,alprostadil,PGE1|リプル|パルクス,PGE1製剤・末梢循環/血管拡張薬,peripheral_circulation_do_not_confuse,B,do_not_confuse_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/alprostadil.md,False,unresolved_manual_review_required,do_not_confuse_note,True,True,True,PMDA_CURRENT_LABEL_REQUIRED,2026-06-03,血管拡張/循環改善から脳循環改善薬に誤拡張しないため。,リプル、パルクス等,末梢循環障害等。脳外中核薬ではない。,,,
alprostadil_alfadex,アルプロスタジル アルファデクス,alprostadil alfadex,alprostadil alfadex,プロスタンディン|PGE1-CD,PGE1製剤・末梢循環/血管拡張薬,peripheral_circulation_do_not_confuse,B,do_not_confuse_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/alprostadil_alfadex.md,False,unresolved_manual_review_required,do_not_confuse_note,True,True,True,PMDA_CURRENT_LABEL_REQUIRED,2026-06-03,アルプロスタジル製剤群の文脈整理。脳梗塞後遺症治療として雑に提示しない。,プロスタンディン等,末梢循環障害等。脳外中核薬ではない。,,,
bosentan_do_not_confuse,ボセンタン（クラゾセンタン取り違え防止）,bosentan do-not-confuse note,bosentan,トラクリア|Bosentan|エンドセリン受容体拮抗薬,エンドセリン受容体拮抗薬・取り違え防止note,sah_vasospasm_do_not_confuse,A,do_not_confuse_note_absent,02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/bosentan_do_not_confuse.md,False,unresolved_manual_review_required,do_not_confuse_note,True,True,True,PMDA_BOSENTAN_CURRENT_LABEL_REQUIRED;PMDA_CLAZOSENTAN_LABEL,2026-06-03,ボセンタンとクラゾセンタンの取り違え防止。脳外RAGではボセンタンをSAH術後血管攣縮薬として出してはいけない。,トラクリア等,肺動脈性肺高血圧症等。SAH術後脳血管攣縮薬として扱わない。,,,
temozolomide,テモゾロミド,temozolomide,temozolomide,Temodar|TMZ,,neuro_oncology,S,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/temozolomide.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,テモダール等,,悪性神経膠腫/膠芽腫の放射線併用・維持療法文脈,脳腫瘍薬物療法の中核。V2では最大級の欠落。,骨髄抑制、リンパ球減少、PCP予防、制吐、便秘、HBV、妊孕性
bevacizumab,ベバシズマブ,bevacizumab,bevacizumab,Avastin|抗VEGF,,neuro_oncology,S,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/bevacizumab.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,アバスチン等,,悪性神経膠腫/再発膠芽腫、腫瘍浮腫・症状改善文脈,脳外周術期の創傷治癒遅延・出血・血栓・高血圧・蛋白尿が高リスク。,周術期休薬、創傷治癒遅延、出血、血栓、高血圧、蛋白尿、消化管穿孔
carmustine_wafer,カルムスチン脳内留置用剤 / ギリアデル,carmustine wafer,carmustine wafer,Gliadel|BCNU wafer,,neuro_oncology,S,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/carmustine_wafer.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,ギリアデル脳内留置用剤,,悪性神経膠腫摘出腔への局所留置,適応が極めて限定的で、RAG誤提示リスクが高い。,脳浮腫、けいれん、感染、髄液漏、創部合併症、最大安全摘出条件
nimustine_acnu,ニムスチン / ACNU,nimustine,nimustine,ACNU|Nidran,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/nimustine_acnu.md,false,unresolved_manual_review_required,active_or_historical_context_required,true,true,,,,,ニドラン等,,悪性神経膠腫の国内治療歴・併用療法文脈,国内神経腫瘍で歴史的・施設別に出る。現標準治療との差別化が必要。,骨髄抑制、肺毒性、腎機能、レジメン文脈
procarbazine,プロカルバジン,procarbazine,procarbazine,PCV,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/procarbazine.md,false,unresolved_manual_review_required,current_status_must_verify,true,true,,,,,未確定,,PCV療法文脈,乏突起膠腫など国際文脈で必要。国内薬事・入手性確認必須。,MAO阻害様相互作用、骨髄抑制、食事・薬剤相互作用
lomustine_ccnu,ロムスチン / CCNU,lomustine,lomustine,CCNU|PCV,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/lomustine_ccnu.md,false,unresolved_manual_review_required,current_status_must_verify,true,true,,,,,未確定,,PCV療法文脈,PCV療法の構成薬。国内薬事・入手性確認必須。,遅発性骨髄抑制、肺毒性、肝腎機能
vincristine,ビンクリスチン,vincristine,vincristine,Oncovin|VCR,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/vincristine.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,オンコビン等,,PCV療法、腫瘍薬物療法文脈,神経毒性が脳外患者評価と衝突しやすい。,末梢神経障害、便秘・麻痺性イレウス、髄注禁忌
high_dose_methotrexate,高用量メトトレキサート,methotrexate high-dose,methotrexate high-dose,HD-MTX|MTX,,neuro_oncology,S,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/high_dose_methotrexate.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,メソトレキセート等,,原発性中枢神経リンパ腫の高用量MTX療法,腎障害・相互作用・救援療法・尿アルカリ化の漏れが致命的。,ロイコボリン救援、尿アルカリ化、血中濃度、腎機能、NSAIDs/PPI/ペニシリン系相互作用
leucovorin_folinate,ロイコボリン / ホリナート,leucovorin calcium,leucovorin calcium,folinic acid|leucovorin rescue,,neuro_oncology,S,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/leucovorin_folinate.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,ロイコボリン、ホリナート等,,高用量MTX救援療法,HD-MTXとセットで必須。投与遅延は危険。,MTX血中濃度、腎機能、救援量調整、過少投与リスク
rituximab,リツキシマブ,rituximab,rituximab,Rituxan|抗CD20,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/rituximab.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,リツキサン等,,中枢神経原発悪性リンパ腫の併用療法文脈,PCNSLで登場。HBV再活性化・infusion reactionが重要。,HBV再活性化、infusion reaction、感染、PML
cytarabine,シタラビン,cytarabine,cytarabine,Ara-C,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/cytarabine.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,キロサイド等,,PCNSL地固め・髄注/高用量文脈,神経毒性・骨髄抑制・腎機能が重要。,小脳毒性、骨髄抑制、眼障害、髄注/全身投与区別
thiotepa,チオテパ,thiotepa,thiotepa,Thiotepa,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/thiotepa.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,リサイオ等,,PCNSL移植前処置など,高リスク抗がん薬。施設実施可否とレジメン限定。,骨髄抑制、皮膚毒性、移植前処置、曝露対策
st_smx_pcp_prophylaxis,ST合剤PCP予防文脈,sulfamethoxazole trimethoprim,sulfamethoxazole trimethoprim,TMP-SMX|co-trimoxazole|PCP,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/st_smx_pcp_prophylaxis.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,バクタ等,,テモゾロミド放射線併用時などのPCP予防,元候補にあっても、脳腫瘍支持療法として文脈分離が必要。,皮疹、骨髄抑制、高K、腎機能、代替薬
antiemetic_5ht3_context,5-HT3受容体拮抗薬 制吐文脈,5-HT3 receptor antagonists,5-HT3 receptor antagonists,ondansetron|granisetron|palonosetron,,neuro_oncology,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/antiemetic_5ht3_context.md,false,unresolved_manual_review_required,class_context_note_required,true,true,,,,,オンダンセトロン等,,テモゾロミド等の制吐支持療法,抗がん剤支持療法として必要。薬剤個別は院内採用品確認。,QT延長、便秘、制吐リスク分類
hbv_reactivation_neurooncology_note,HBV再活性化対策note,HBV reactivation prophylaxis/monitoring,HBV reactivation prophylaxis/monitoring,HBsAg|HBcAb|HBsAb|entecavir|tenofovir,,neuro_oncology,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/neuro_oncology/hbv_reactivation_neurooncology_note.md,false,unresolved_manual_review_required,safety_protocol_note_required,true,true,,,,,エンテカビル等は別途確認,,リツキシマブ・化学療法・ステロイド時のHBV再活性化,脳腫瘍化学療法で見落とすと重大。薬剤個別よりスクリーニング手順が重要。,HBVスクリーニング、核酸アナログ、肝臓専門医連携
cabergoline,カベルゴリン,cabergoline,cabergoline,Cabaser,,pituitary_endocrine,S,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/cabergoline.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,カバサール等,,プロラクチノーマ,プロラクチノーマ薬物療法の中核。,弁膜症、妊娠、精神症状、低血圧、腫瘍縮小
bromocriptine,ブロモクリプチン,bromocriptine,bromocriptine,Parlodel,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/bromocriptine.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,パーロデル等,,プロラクチノーマ、先端巨大症等,カベルゴリン代替・妊娠文脈で必要。,悪心、起立性低血圧、精神症状、妊娠
octreotide,オクトレオチド,octreotide,octreotide,Sandostatin,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/octreotide.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,サンドスタチン等,,先端巨大症、消化管ホルモン腫瘍等,ソマトスタチンアナログ文脈。,胆石、血糖変動、徐脈、甲状腺機能
lanreotide,ランレオチド,lanreotide,lanreotide,Somatuline,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/lanreotide.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,ソマチュリン等,,先端巨大症等,ソマトスタチンアナログ長時間型。,胆石、血糖変動、注射部位反応
pasireotide,パシレオチド,pasireotide,pasireotide,Signifor,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/pasireotide.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,シグニフォー等,,クッシング病等,高血糖リスクが大きく、下垂体薬として必要。,高血糖、QT延長、肝機能、胆石
pegvisomant,ペグビソマント,pegvisomant,pegvisomant,Somavert,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/pegvisomant.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,ソマバート等,,先端巨大症,GH受容体拮抗薬。IGF-1評価が必要。,肝機能、腫瘍増大監視、IGF-1
metyrapone,メチラポン,metyrapone,metyrapone,Metopirone,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/metyrapone.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,メトピロン等,,クッシング症候群/病,コルチゾール合成阻害薬。副腎不全リスク。,副腎不全、低K、高血圧、アンドロゲン増加
osilodrostat,オシロドロスタット,osilodrostat,osilodrostat,Isturisa,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/osilodrostat.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,イスツリサ等,,クッシング病,新規性が高く安全確認が必要。,副腎不全、QT延長、低K、肝機能
postop_di_desmopressin_note,術後尿崩症デスモプレシンnote,desmopressin postoperative DI note,desmopressin postoperative DI note,DDAVP|central diabetes insipidus,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/postop_di_desmopressin_note.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,デスモプレシン製剤,,下垂体・頭蓋底術後尿崩症,既存薬剤でも術後DI文脈の安全境界が必要。,水中毒、低Na、投与経路、尿量/Na監視
adrenal_insufficiency_stress_steroid_note,副腎不全・周術期ステロイドnote,adrenal insufficiency stress steroid note,adrenal insufficiency stress steroid note,stress dose|hydrocortisone,,pituitary_endocrine,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/pituitary_endocrine/adrenal_insufficiency_stress_steroid_note.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,ヒドロコルチゾン等,,下垂体術後・副腎不全・周術期補充,既存ステロイドを文脈分離しないと危険。,副腎クリーゼ、感染、高血糖、漸減
intraventricular_vancomycin_note,バンコマイシン脳室内投与note,intraventricular vancomycin note,intraventricular vancomycin note,IVT vancomycin|intraventricular,,healthcare_associated_cns_infection,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/healthcare_associated_cns_infection/intraventricular_vancomycin_note.md,false,unresolved_manual_review_required,context_or_specialist_note_required,true,true,,,,,バンコマイシン,,脳室炎・シャント感染の特殊投与,静注バンコマイシンと混同不可。施設手順必須。,感染症科/脳外/薬剤部承認、濃度、無菌調製、神経毒性
gentamicin,ゲンタマイシン,gentamicin,gentamicin,gentamycin,,healthcare_associated_cns_infection,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/healthcare_associated_cns_infection/gentamicin.md,false,unresolved_manual_review_required,context_or_specialist_note_required,true,true,,,,,ゲンタシン等,,医療関連脳室炎・髄膜炎の特殊使用,脳室内/髄注文脈で出る可能性。,TDM、腎毒性、聴器毒性、投与経路
amikacin,アミカシン,amikacin,amikacin,AMK,,healthcare_associated_cns_infection,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/healthcare_associated_cns_infection/amikacin.md,false,unresolved_manual_review_required,context_or_specialist_note_required,true,true,,,,,アミカシン等,,MDRグラム陰性菌の中枢感染特殊使用,標準薬ではなく感受性・専門判断文脈。,TDM、腎毒性、聴器毒性
tobramycin,トブラマイシン,tobramycin,tobramycin,TOB,,healthcare_associated_cns_infection,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/healthcare_associated_cns_infection/tobramycin.md,false,unresolved_manual_review_required,context_or_specialist_note_required,true,true,,,,,トブラシン等,,MDRグラム陰性菌の中枢感染特殊使用,特殊noteとして必要。,TDM、腎毒性、聴器毒性
colistin,コリスチン,colistin,colistin,colistimethate,,healthcare_associated_cns_infection,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/healthcare_associated_cns_infection/colistin.md,false,unresolved_manual_review_required,context_or_specialist_note_required,true,true,,,,,オルドレブ等,,XDRグラム陰性菌中枢感染の特殊使用,最後の選択肢的薬剤。誤提示は危険。,腎毒性、神経毒性、用量単位、専門判断
polymyxin_b,ポリミキシンB,polymyxin B,polymyxin B,PMB,,healthcare_associated_cns_infection,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/healthcare_associated_cns_infection/polymyxin_b.md,false,unresolved_manual_review_required,context_or_specialist_note_required,true,true,,,,,ポリミキシンB等,,XDRグラム陰性菌中枢感染の特殊使用,特殊感染症文脈。,腎毒性、神経毒性、専門判断
rifampicin_device_infection,リファンピシン デバイス感染note,rifampicin device infection note,rifampicin device infection note,rifampin|RFP,,healthcare_associated_cns_infection,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/healthcare_associated_cns_infection/rifampicin_device_infection.md,false,unresolved_manual_review_required,context_or_specialist_note_required,true,true,,,,,リファジン等,,シャント/デバイス感染・バイオフィルム,単剤使用禁止・相互作用が重要。,CYP誘導、単剤耐性化、肝障害、抗凝固薬相互作用
evd_vp_shunt_infection_note,EVD/VPシャント感染note,EVD VP shunt infection note,EVD VP shunt infection note,ventriculitis|CSF shunt,,healthcare_associated_cns_infection,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/healthcare_associated_cns_infection/evd_vp_shunt_infection_note.md,false,unresolved_manual_review_required,context_or_specialist_note_required,true,true,,,,,該当なし,,医療関連脳室炎・シャント感染,通常髄膜炎と分ける安全noteが必要。,デバイス抜去/交換、培養、抗菌薬移行性、施設手順
papaverine_ia,パパベリン動注note,intra-arterial papaverine,intra-arterial papaverine,IA papaverine,,vasospasm_endovascular_procedural,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/vasospasm_endovascular_procedural/papaverine_ia.md,false,unresolved_manual_review_required,procedural_context_note_required,true,true,,,,,未確定,,SAH血管攣縮の血管内治療・historical/procedural,標準静注薬と混同不可。,頭蓋内圧上昇、神経毒性、施設プロトコル
verapamil_ia,ベラパミル動注note,intra-arterial verapamil,intra-arterial verapamil,IA verapamil,,vasospasm_endovascular_procedural,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/vasospasm_endovascular_procedural/verapamil_ia.md,false,unresolved_manual_review_required,procedural_context_note_required,true,true,,,,,ワソラン等,,血管攣縮の血管内治療文脈,心血管薬としての通常投与と区別。,血圧低下、徐脈、専門手技
nicardipine_ia_it_context,ニカルジピン動注/髄腔内投与note,nicardipine intra-arterial/intrathecal context,nicardipine intra-arterial/intrathecal context,IA nicardipine|intrathecal nicardipine,,vasospasm_endovascular_procedural,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/vasospasm_endovascular_procedural/nicardipine_ia_it_context.md,false,unresolved_manual_review_required,procedural_context_note_required,true,true,,,,,ペルジピン等,,血管攣縮局所治療文脈,降圧薬profileとは別noteが必要。,標準治療と断定しない、施設プロトコル必須
milrinone_ia_iv_vasospasm,ミルリノン静注/動注文脈note,milrinone vasospasm context,milrinone vasospasm context,milrinone vasospasm|MILRISPASM,,vasospasm_endovascular_procedural,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/vasospasm_endovascular_procedural/milrinone_ia_iv_vasospasm.md,false,unresolved_manual_review_required,procedural_context_note_required,true,true,,,,,ミルリーラ等,,SAH血管攣縮/DCI文脈,心不全薬としてのミルリノンと区別。,低血圧、不整脈、腎機能、専門判断
phenylephrine,フェニレフリン,phenylephrine,phenylephrine,PE,,vasospasm_endovascular_procedural,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/vasospasm_endovascular_procedural/phenylephrine.md,false,unresolved_manual_review_required,procedural_context_note_required,true,true,,,,,ネオシネジン等,,DCI/麻酔中昇圧文脈,昇圧薬class補完。,過度昇圧、徐脈、末梢虚血
norepinephrine_dci_context,ノルアドレナリンDCI昇圧note,norepinephrine DCI context,norepinephrine DCI context,noradrenaline|NE,,vasospasm_endovascular_procedural,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/vasospasm_endovascular_procedural/norepinephrine_dci_context.md,false,unresolved_manual_review_required,procedural_context_note_required,true,true,,,,,ノルアドリナリン等,,DCI管理・昇圧療法文脈,既存薬でもDCI文脈を分ける。,血圧目標、心負荷、施設プロトコル
aminolevulinic_acid_5ala,5-ALA / アミノレブリン酸,aminolevulinic acid,aminolevulinic acid,5-ALA|ALA|Alabel,,perioperative_visualization_contrast,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/perioperative_visualization_contrast/aminolevulinic_acid_5ala.md,false,unresolved_manual_review_required,procedure_safety_note_required,true,true,,,,,アラベル等,,悪性神経膠腫手術の蛍光診断,術中可視化薬として重要。,光線過敏、肝機能、併用薬、遮光
