reference_path,file_class,purpose,target_decision,target_path,migration_mode,reason,upload_safe,operator_side_only,unresolved_needed,quarantine_needed,human_review_required,facility_confirmation_required,preview_evidence_required,validator_or_gate,status_after_this_slice,classification_vocabulary
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/acetaminophen.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/acyclovir.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/albumin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/alteplase.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/amlodipine.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/amphotericin_b.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/ampicillin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/andexanet_alfa.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/apcc_class.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/apixaban.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/argatroban.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/aspirin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/atorvastatin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/bisoprolol.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/calcium_gluconate.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/carbamazepine.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/cefazolin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/cefepime.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/cefotaxime.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/ceftazidime.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/ceftriaxone.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/cilostazol.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/ciprofloxacin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/clevidipine.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/clobazam.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/clopidogrel.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/cryoprecipitate.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/dabigatran.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/dalteparin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/daptomycin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/desmopressin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/dexamethasone.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/dexmedetomidine.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/diazepam.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/dobutamine.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/dopamine.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/edoxaban.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/enalapril.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/enoxaparin.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/epinephrine.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/esmolol.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/famotidine.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/fentanyl.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/pmda_unresolved_profiles/fibrinogen_product.md,drug_profile_unresolved,pmda_unresolved_drug_profile,retain_as_reference_unresolved_template,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,profile remains unresolved and must not be copied into target knowledge without target-side PMDA confirmation | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
